osm_type,osm_id,osm_prefixed_id,wikidata_tag,name,operator,board_type,lat,lon,url,raw_tags,wd_status
node,12759068968,n12759068968,Q135054141,SAT Ornö,Stockholm Archipelago Trail,hiking,59.0501457,18.3695185,https://www.openstreetmap.org/node/12759068968,"{""board_type"": ""hiking"", ""destination"": ""SAT Ornö"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/d/d5/SAT_Orn%C3%B6_2025_april_skylt_%282%29.jpg"", ""information"": ""guidepost"", ""name"": ""SAT Ornö"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/section-orno"", ""wikidata"": ""Q135054141""}",ok
node,12759068970,n12759068970,Q135054522,SAT Ornö,Stockholm Archipelago Trail,hiking,59.0594342,18.4249339,https://www.openstreetmap.org/node/12759068970,"{""board_type"": ""hiking"", ""destination"": ""SAT Ornö"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/9/90/SAT_Orn%C3%B6_skylt.jpg"", ""information"": ""guidepost"", ""name"": ""SAT Ornö"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/section-orno"", ""wikidata"": ""Q135054522""}",ok
node,12759074801,n12759074801,Q135053596,SAT Ornö,Stockholm Archipelago Trail,hiking,59.0451623,18.3652357,https://www.openstreetmap.org/node/12759074801,"{""board_type"": ""hiking"", ""destination"": ""SAT Ornö"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/2/2e/SAT_Orn%C3%B6_2025_april_L%C3%A4ttinge_brygga_skylt.jpg"", ""information"": ""guidepost"", ""name"": ""SAT Ornö"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/section-orno"", ""wikidata"": ""Q135053596""}",ok
node,12759101764,n12759101764,Q135046665,SAT Rånö,Stockholm Archipelago Trail,hiking,58.9199902,18.1679324,https://www.openstreetmap.org/node/12759101764,"{""board_type"": ""hiking"", ""destination"": ""SAT Rånö"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/SAT_R%C3%A5n%C3%B6_vandring_2025_april_01.jpg/2560px-SAT_R%C3%A5n%C3%B6_vandring_2025_april_01.jpg"", ""information"": ""guidepost"", ""name"": ""SAT Rånö"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/section-rano"", ""wikidata"": ""Q135046665""}",ok
node,12759112391,n12759112391,Q135057039,SAT Runmarö,Stockholm Archipelago Trail,hiking,59.2960596,18.771822,https://www.openstreetmap.org/node/12759112391,"{""board_type"": ""hiking"", ""destination"": ""SAT Runmarö"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/SAT_Runmar%C3%B6_vandring_april_2025_06.jpg/2560px-SAT_Runmar%C3%B6_vandring_april_2025_06.jpg"", ""information"": ""guidepost"", ""name"": ""SAT Runmarö"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/section-runmaro/"", ""wheelchair"": ""limited"", ""wikidata"": ""Q135057039""}",ok
node,12759116768,n12759116768,Q135051272,SAT Utö,Stockholm Archipelago Trail,hiking,58.9620331,18.308237,https://www.openstreetmap.org/node/12759116768,"{""board_type"": ""hiking"", ""destination"": ""SAT Utö"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/8/89/SAT_Ut%C3%B6_2025_april_56.jpg"", ""information"": ""guidepost"", ""name"": ""SAT Utö"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/uto"", ""wikidata"": ""Q135051272""}",ok
node,12759131167,n12759131167,Q135050889,SAT Utö,Stockholm Archipelago Trail,hiking,58.9515506,18.2863538,https://www.openstreetmap.org/node/12759131167,"{""board_type"": ""hiking"", ""destination"": ""SAT Utö"", ""image"": ""https://commons.wikimedia.org/wiki/File:SAT_Ut%C3%B6_2025_april_80.jpg#:~:text=768%20pixlar%20%7C-,1%C2%A0280%20%C3%97%20960%20pixlar,-."", ""information"": ""guidepost"", ""name"": ""SAT Utö"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/uto"", ""wikidata"": ""Q135050889""}",ok
node,12759136097,n12759136097,Q135050059,SAT Utö,Stockholm Archipelago Trail,hiking,58.9574565,18.2944785,https://www.openstreetmap.org/node/12759136097,"{""board_type"": ""hiking"", ""destination"": ""SAT Utö"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/SAT_Ut%C3%B6_april_vandring_03.jpg/2560px-SAT_Ut%C3%B6_april_vandring_03.jpg"", ""information"": ""guidepost"", ""name"": ""SAT Utö"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/uto"", ""wikidata"": ""Q135050059""}",ok
node,12759177968,n12759177968,Q135048381,SAT Ålö,Stockholm Archipelago Trail,hiking,58.9200431,18.1921305,https://www.openstreetmap.org/node/12759177968,"{""board_type"": ""hiking"", ""destination"": ""SAT Ålö"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/SAT_%C3%85l%C3%B6_start_2025_april_09.jpg/2560px-SAT_%C3%85l%C3%B6_start_2025_april_09.jpg"", ""information"": ""guidepost"", ""name"": ""SAT Ålö"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/section-alo/"", ""wikidata"": ""Q135048381""}",ok
node,12759186158,n12759186158,Q135048990,SAT Ålö,Stockholm Archipelago Trail,hiking,58.9342781,18.2230824,https://www.openstreetmap.org/node/12759186158,"{""board_type"": ""hiking"", ""destination"": ""SAT Ålö"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/5/5c/SAT_%C3%85l%C3%B6_vandring_2025_april_77.jpg"", ""information"": ""guidepost"", ""name"": ""SAT Ålö"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/section-alo/"", ""wikidata"": ""Q135048990""}",ok
node,12759188938,n12759188938,Q135048975,SAT Ålö,Stockholm Archipelago Trail,hiking,58.909936,18.2183123,https://www.openstreetmap.org/node/12759188938,"{""board_type"": ""hiking"", ""check_date"": ""2025-08-06"", ""destination"": ""SAT Ålö"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/c/c5/SAT_%C3%85l%C3%B6_vandring_2025_april_56.jpg"", ""information"": ""guidepost"", ""name"": ""SAT Ålö"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/section-alo/"", ""wikidata"": ""Q135048975""}",ok
node,12771834467,n12771834467,Q135063516,SAT Finnhamn,Stockholm Archipelago Trail,hiking,59.4827263,18.8265313,https://www.openstreetmap.org/node/12771834467,"{""board_type"": ""hiking"", ""destination"": ""SAT Finnhamn"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/SAT_Finnhamn_brygga_skylt.jpg/2560px-SAT_Finnhamn_brygga_skylt.jpg"", ""image:license"": ""CC-0"", ""image:license:wikidata"": ""Q6938433"", ""information"": ""guidepost"", ""name"": ""SAT Finnhamn"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/section-finnhamn"", ""wikidata"": ""Q135063516""}",ok
node,12829605557,n12829605557,Q135049010,SAT Utö,Stockholm Archipelago Trail,hiking,58.9547404,18.2837884,https://www.openstreetmap.org/node/12829605557,"{""board_type"": ""hiking"", ""destination"": ""SAT Utö"", ""image"": ""https://commons.wikimedia.org/wiki/File:SAT_Ut%C3%B6_2025_sign.jpg#:~:text=480%20pixlar%20%7C-,960%20%C3%97%201%C2%A0280%20pixlar,-."", ""information"": ""guidepost"", ""name"": ""SAT Utö"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/uto/"", ""wikidata"": ""Q135049010""}",ok
node,12830388834,n12830388834,Q135052516,SAT Utö,Stockholm Archipelago Trail,hiking,58.9699889,18.3272614,https://www.openstreetmap.org/node/12830388834,"{""board_type"": ""hiking"", ""destination"": ""SAT Utö"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/c/c6/SAT_Ut%C3%B6_2025_april_15.jpg"", ""information"": ""guidepost"", ""name"": ""SAT Utö"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/uto/"", ""wikidata"": ""Q135052516""}",ok
node,12837199685,n12837199685,Q135064407,SAT Finnhamn,Stockholm Archipelago Trail,hiking,59.4811386,18.8221402,https://www.openstreetmap.org/node/12837199685,"{""board_type"": ""hiking"", ""destination"": ""SAT Finnhamn"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/SAT_Finnhamn_skylt_sj%C3%B6l%C3%A4ngor.jpg/2560px-SAT_Finnhamn_skylt_sj%C3%B6l%C3%A4ngor.jpg"", ""information"": ""guidepost"", ""name"": ""SAT Finnhamn"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/section-finnhamn/"", ""wikidata"": ""Q135064407""}",ok
node,12837227282,n12837227282,Q135045682,SAT Nåttarö,Stockholm Archipelago Trail,hiking,58.8792506,18.1127018,https://www.openstreetmap.org/node/12837227282,"{""board_type"": ""hiking"", ""destination"": ""SAT Nåttarö"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/SAT_N%C3%A5ttar%C3%B6_sign_01.jpg/2560px-SAT_N%C3%A5ttar%C3%B6_sign_01.jpg"", ""information"": ""guidepost"", ""name"": ""SAT Nåttarö"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/section-nattaro/"", ""wikidata"": ""Q135045682""}",ok
node,12837532532,n12837532532,Q135045488,SAT Nåttarö,Stockholm Archipelago Trail,hiking,58.8810515,18.1107278,https://www.openstreetmap.org/node/12837532532,"{""board_type"": ""hiking"", ""destination"": ""SAT Nåttarö"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/SAT_N%C3%A5ttar%C3%B6_sign_02.jpg/2560px-SAT_N%C3%A5ttar%C3%B6_sign_02.jpg"", ""information"": ""guidepost"", ""name"": ""SAT Nåttarö"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/section-nattaro/"", ""wikidata"": ""Q135045488""}",ok
node,12837567381,n12837567381,Q135045359,SAT Nåttarö,Stockholm Archipelago Trail,hiking,58.8683734,18.1248905,https://www.openstreetmap.org/node/12837567381,"{""board_type"": ""hiking"", ""destination"": ""SAT Nåttarö"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/SAT_N%C3%A5ttar%C3%B6_V%C3%A4nsviken_skylt.jpg/2560px-SAT_N%C3%A5ttar%C3%B6_V%C3%A4nsviken_skylt.jpg"", ""information"": ""guidepost"", ""name"": ""SAT Nåttarö"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/section-nattaro/"", ""wikidata"": ""Q135045359""}",ok
node,12837571751,n12837571751,Q135045432,SAT Nåttarö,Stockholm Archipelago Trail,hiking,58.8699071,18.1112071,https://www.openstreetmap.org/node/12837571751,"{""board_type"": ""hiking"", ""destination"": ""SAT Nåttarö"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/SAT_N%C3%A5ttar%C3%B6_skylt_korsning.jpg/2560px-SAT_N%C3%A5ttar%C3%B6_skylt_korsning.jpg"", ""information"": ""guidepost"", ""name"": ""SAT Nåttarö"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/section-nattaro/"", ""wikidata"": ""Q135045432""}",ok
node,12837581021,n12837581021,Q135045892,SAT Nåttarö,Stockholm Archipelago Trail,hiking,58.8773989,18.1325777,https://www.openstreetmap.org/node/12837581021,"{""board_type"": ""hiking"", ""destination"": ""SAT Nåttarö"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/SAT_N%C3%A5ttar%C3%B6_storsand_skylt.jpg/2560px-SAT_N%C3%A5ttar%C3%B6_storsand_skylt.jpg"", ""information"": ""guidepost"", ""name"": ""SAT Nåttarö"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/section-nattaro/"", ""wikidata"": ""Q135045892""}",ok
node,12837790865,n12837790865,Q135060651,SAT Svartsö,Stockholm Archipelago Trail,hiking,59.4488855,18.6865267,https://www.openstreetmap.org/node/12837790865,"{""board_type"": ""hiking"", ""destination"": ""SAT Svartsö"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/SAT_Svarts%C3%B6_Sk%C3%A4lvik_skylt.jpg/2560px-SAT_Svarts%C3%B6_Sk%C3%A4lvik_skylt.jpg"", ""information"": ""guidepost"", ""name"": ""SAT Svartsö"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/section-svartso/"", ""wikidata"": ""Q135060651""}",ok
node,12838059988,n12838059988,Q135060878,SAT Svartsö,Stockholm Archipelago Trail,hiking,59.4500956,18.6890134,https://www.openstreetmap.org/node/12838059988,"{""board_type"": ""hiking"", ""destination"": ""SAT Svartsö"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/SAT_Svarts%C3%B6_Sk%C3%A4lvik_S%C3%B6derg%C3%A5rden.jpg/2560px-SAT_Svarts%C3%B6_Sk%C3%A4lvik_S%C3%B6derg%C3%A5rden.jpg"", ""information"": ""guidepost"", ""name"": ""SAT Svartsö"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/section-svartso/"", ""wikidata"": ""Q135060878""}",ok
node,12838059989,n12838059989,Q135061041,SAT Svartsö,Stockholm Archipelago Trail,hiking,59.4541446,18.7141365,https://www.openstreetmap.org/node/12838059989,"{""board_type"": ""hiking"", ""destination"": ""SAT Svartsö"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/SAT_Svarts%C3%B6_Storviken_skylt.jpg/2560px-SAT_Svarts%C3%B6_Storviken_skylt.jpg"", ""information"": ""guidepost"", ""name"": ""SAT Svartsö"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/section-svartso/"", ""wikidata"": ""Q135061041""}",ok
node,12838244063,n12838244063,Q135052708,SAT Utö,Stockholm Archipelago Trail,hiking,58.9611395,18.3367027,https://www.openstreetmap.org/node/12838244063,"{""board_type"": ""hiking"", ""destination"": ""SAT Utö"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/3/39/SAT_Ut%C3%B6_2025_april_181.jpg"", ""image:license"": ""CC0 1.0"", ""information"": ""guidepost"", ""name"": ""SAT Utö"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/uto"", ""wikidata"": ""Q135052708""}",ok
node,12838455374,n12838455374,Q135048658,SAT Ålö,Stockholm Archipelago Trail,hiking,58.9202783,18.1953956,https://www.openstreetmap.org/node/12838455374,"{""board_type"": ""hiking"", ""destination"": ""SAT Ålö"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/5/5a/SAT_%C3%85l%C3%B6_2025_maj_%28244%29_skylt.jpg"", ""information"": ""guidepost"", ""name"": ""SAT Ålö"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/section-alo/"", ""wikidata"": ""Q135048658""}",ok
node,12838471017,n12838471017,Q135046168,SAT Nåttarö,Stockholm Archipelago Trail,hiking,58.8870829,18.1370254,https://www.openstreetmap.org/node/12838471017,"{""board_type"": ""hiking"", ""destination"": ""SAT Nåttarö"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/4/46/SATN%C3%A5ttar%C3%B6_2025_april_SAT_skylt_%C3%96stemar.jpg"", ""information"": ""guidepost"", ""name"": ""SAT Nåttarö"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/section-nattaro/"", ""wikidata"": ""Q135046168""}",ok
node,12838486713,n12838486713,Q135061205,SAT Svartsö,Stockholm Archipelago Trail,hiking,59.4555754,18.7394129,https://www.openstreetmap.org/node/12838486713,"{""board_type"": ""hiking"", ""destination"": ""SAT Svartsö"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/S%C3%B6derboudd_SAT_Svarts%C3%B6_05.jpg/2560px-S%C3%B6derboudd_SAT_Svarts%C3%B6_05.jpg"", ""image:license"": ""CC-0"", ""information"": ""guidepost"", ""name"": ""SAT Svartsö"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/section-svartso/"", ""wheelchair"": ""limited"", ""wikidata"": ""Q135061205""}",ok
node,12838600542,n12838600542,Q135064468,SAT Finnhamn,Stockholm Archipelago Trail,hiking,59.4784149,18.8243337,https://www.openstreetmap.org/node/12838600542,"{""board_type"": ""hiking"", ""destination"": ""SAT Finnhamn"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/SAT_Finnhamn_skylt_s%C3%B6der_vandrarhemmet.jpg/2560px-SAT_Finnhamn_skylt_s%C3%B6der_vandrarhemmet.jpg"", ""information"": ""guidepost"", ""name"": ""SAT Finnhamn"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/section-finnhamn"", ""wikidata"": ""Q135064468""}",ok
node,12880343679,n12880343679,Q135052427,SAT Utö,Stockholm Archipelago Trail,hiking,58.9699223,18.3250948,https://www.openstreetmap.org/node/12880343679,"{""board_type"": ""hiking"", ""destination"": ""SAT Utö"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/9/99/SAT_Ut%C3%B6_2025_april_08.jpg"", ""image:license"": ""CC-0"", ""information"": ""guidepost"", ""name"": ""SAT Utö"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/uto/"", ""wikidata"": ""Q135052427""}",ok
node,12951930010,n12951930010,Q135086439,SAT Nämdö,Stockholm Archipelago Trail,hiking,59.1966658,18.7305847,https://www.openstreetmap.org/node/12951930010,"{""board_type"": ""hiking"", ""destination"": ""SAT Nämdö"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/9/97/N%C3%A4md%C3%B6_%C3%96stanvik_korsning_Q135086439.jpg"", ""image:license"": ""CC-0"", ""information"": ""guidepost"", ""name"": ""SAT Nämdö"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/section-namdo/"", ""wikidata"": ""Q135086439""}",ok
node,12951960993,n12951960993,Q135086883,SAT Nämdö,Stockholm Archipelago Trail,hiking,59.1938161,18.7163807,https://www.openstreetmap.org/node/12951960993,"{""board_type"": ""hiking"", ""destination"": ""SAT Nämdö"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/e/ea/N%C3%A4md%C3%B6_korsning_s%C3%B6dra_Q135086883.jpg"", ""image:license"": ""CC-0"", ""information"": ""guidepost"", ""name"": ""SAT Nämdö"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/section-namdo/"", ""wikidata"": ""Q135086883""}",ok
node,12951972175,n12951972175,Q135087121,SAT Ornö,Stockholm Archipelago Trail,hiking,59.1120484,18.4836272,https://www.openstreetmap.org/node/12951972175,"{""board_type"": ""hiking"", ""destination"": ""SAT Ornö"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/5/56/Orn%C3%B6boda_skylt_Q135087121.jpg"", ""image:license"": ""CC-0"", ""information"": ""guidepost"", ""name"": ""SAT Ornö"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/section-orno"", ""wikidata"": ""Q135087121""}",ok
