OBJECTID,GEOMETRIKVALITET,LED_ID,LEDNAMN,BESKRIVNING,LEDMARKERING,LEDTYP,LEDKATEGORI,STATLIGLED,STATLIGLED_ID,SKYDDATOMRADE,SKYDDATOMRADE_ID,LEDLANGD,SHAPE.LEN,metadata_json,longitude_wgs84,latitude_wgs84,geometry_type,length_m,area_m2,osm_link,osm_link_source,wikidata_id,wikidata_link,dataset
12355729,Okänd noggrannhet,30207434,Led Högbergsfältet,"Led med mycket stor variation. Stora delar av leden har breda, lättgångna stigar/vägar. I de skogliga delarna är leden mer kuperad. Delar av leden går genom betesmarker.",Orange markering på stolpar och träd,Vandringsled,Barmarksled,,,Högbergsfältet (2002137),2002137,4672,829.490080485509,"{""OBJECTID"": 12355729, ""GEOMETRIKVALITET"": ""Okänd noggrannhet"", ""LED_ID"": ""30207434"", ""LEDNAMN"": ""Led Högbergsfältet"", ""BESKRIVNING"": ""Led med mycket stor variation. Stora delar av leden har breda, lättgångna stigar/vägar. I de skogliga delarna är leden mer kuperad. Delar av leden går genom betesmarker."", ""LEDMARKERING"": ""Orange markering på stolpar och träd"", ""LEDTYP"": ""Vandringsled"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Högbergsfältet (2002137)"", ""SKYDDATOMRADE_ID"": ""2002137"", ""LEDLANGD"": 4672, ""SHAPE.LEN"": 829.490080485509}",14.286223546842605,59.74375613494247,LineString,829.4900804877511,0.0,https://www.openstreetmap.org/?mlat=59.7437561&mlon=14.2862235#map=18/59.7437561/14.2862235,coordinate_fallback,,,leder
12355728,Okänd noggrannhet,30207434,Led Högbergsfältet,"Led med mycket stor variation. Stora delar av leden har breda, lättgångna stigar/vägar. I de skogliga delarna är leden mer kuperad. Delar av leden går genom betesmarker.",Orange markering på stolpar och träd,Vandringsled,Barmarksled,,,Högbergsfältet (2002137),2002137,4672,992.081683622995,"{""OBJECTID"": 12355728, ""GEOMETRIKVALITET"": ""Okänd noggrannhet"", ""LED_ID"": ""30207434"", ""LEDNAMN"": ""Led Högbergsfältet"", ""BESKRIVNING"": ""Led med mycket stor variation. Stora delar av leden har breda, lättgångna stigar/vägar. I de skogliga delarna är leden mer kuperad. Delar av leden går genom betesmarker."", ""LEDMARKERING"": ""Orange markering på stolpar och träd"", ""LEDTYP"": ""Vandringsled"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Högbergsfältet (2002137)"", ""SKYDDATOMRADE_ID"": ""2002137"", ""LEDLANGD"": 4672, ""SHAPE.LEN"": 992.081683622995}",14.282900510370952,59.74640618931068,LineString,992.0816836240654,0.0,https://www.openstreetmap.org/?mlat=59.7464062&mlon=14.2829005#map=18/59.7464062/14.2829005,coordinate_fallback,,,leder
12355646,Okänd noggrannhet,30207434,Led Högbergsfältet,"Led med mycket stor variation. Stora delar av leden har breda, lättgångna stigar/vägar. I de skogliga delarna är leden mer kuperad. Delar av leden går genom betesmarker.",Orange markering på stolpar och träd,Vandringsled,Barmarksled,,,Högbergsfältet (2002137),2002137,4672,122.167467182705,"{""OBJECTID"": 12355646, ""GEOMETRIKVALITET"": ""Okänd noggrannhet"", ""LED_ID"": ""30207434"", ""LEDNAMN"": ""Led Högbergsfältet"", ""BESKRIVNING"": ""Led med mycket stor variation. Stora delar av leden har breda, lättgångna stigar/vägar. I de skogliga delarna är leden mer kuperad. Delar av leden går genom betesmarker."", ""LEDMARKERING"": ""Orange markering på stolpar och träd"", ""LEDTYP"": ""Vandringsled"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Högbergsfältet (2002137)"", ""SKYDDATOMRADE_ID"": ""2002137"", ""LEDLANGD"": 4672, ""SHAPE.LEN"": 122.167467182705}",14.28960339905447,59.74869839059903,LineString,122.16746718223361,0.0,https://www.openstreetmap.org/?mlat=59.7486984&mlon=14.2896034#map=18/59.7486984/14.2896034,coordinate_fallback,,,leder
12350118,>20-50 meter,30207434,Led Högbergsfältet,"Led med mycket stor variation. Stora delar av leden har breda, lättgångna stigar/vägar. I de skogliga delarna är leden mer kuperad. Delar av leden går genom betesmarker.",Orange markering på stolpar och träd,Vandringsled,Barmarksled,,,Högbergsfältet (2002137),2002137,4672,200.765498454616,"{""OBJECTID"": 12350118, ""GEOMETRIKVALITET"": "">20-50 meter"", ""LED_ID"": ""30207434"", ""LEDNAMN"": ""Led Högbergsfältet"", ""BESKRIVNING"": ""Led med mycket stor variation. Stora delar av leden har breda, lättgångna stigar/vägar. I de skogliga delarna är leden mer kuperad. Delar av leden går genom betesmarker."", ""LEDMARKERING"": ""Orange markering på stolpar och träd"", ""LEDTYP"": ""Vandringsled"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Högbergsfältet (2002137)"", ""SKYDDATOMRADE_ID"": ""2002137"", ""LEDLANGD"": 4672, ""SHAPE.LEN"": 200.765498454616}",14.289213546831995,59.74590456135523,LineString,200.76549845659483,0.0,https://www.openstreetmap.org/?mlat=59.7459046&mlon=14.2892135#map=18/59.7459046/14.2892135,coordinate_fallback,,,leder
12350117,>20-50 meter,30207434,Led Högbergsfältet,"Led med mycket stor variation. Stora delar av leden har breda, lättgångna stigar/vägar. I de skogliga delarna är leden mer kuperad. Delar av leden går genom betesmarker.",Orange markering på stolpar och träd,Vandringsled,Barmarksled,,,Högbergsfältet (2002137),2002137,4672,18.9718918922178,"{""OBJECTID"": 12350117, ""GEOMETRIKVALITET"": "">20-50 meter"", ""LED_ID"": ""30207434"", ""LEDNAMN"": ""Led Högbergsfältet"", ""BESKRIVNING"": ""Led med mycket stor variation. Stora delar av leden har breda, lättgångna stigar/vägar. I de skogliga delarna är leden mer kuperad. Delar av leden går genom betesmarker."", ""LEDMARKERING"": ""Orange markering på stolpar och träd"", ""LEDTYP"": ""Vandringsled"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Högbergsfältet (2002137)"", ""SKYDDATOMRADE_ID"": ""2002137"", ""LEDLANGD"": 4672, ""SHAPE.LEN"": 18.9718918922178}",14.290686005970443,59.745804844071245,LineString,18.971891891246234,0.0,https://www.openstreetmap.org/?mlat=59.7458048&mlon=14.2906860#map=18/59.7458048/14.2906860,coordinate_fallback,,,leder
12352041,>20-50 meter,30207434,Led Högbergsfältet,"Led med mycket stor variation. Stora delar av leden har breda, lättgångna stigar/vägar. I de skogliga delarna är leden mer kuperad. Delar av leden går genom betesmarker.",Orange markering på stolpar och träd,Vandringsled,Barmarksled,,,Högbergsfältet (2002137),2002137,4672,200.433189732878,"{""OBJECTID"": 12352041, ""GEOMETRIKVALITET"": "">20-50 meter"", ""LED_ID"": ""30207434"", ""LEDNAMN"": ""Led Högbergsfältet"", ""BESKRIVNING"": ""Led med mycket stor variation. Stora delar av leden har breda, lättgångna stigar/vägar. I de skogliga delarna är leden mer kuperad. Delar av leden går genom betesmarker."", ""LEDMARKERING"": ""Orange markering på stolpar och träd"", ""LEDTYP"": ""Vandringsled"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Högbergsfältet (2002137)"", ""SKYDDATOMRADE_ID"": ""2002137"", ""LEDLANGD"": 4672, ""SHAPE.LEN"": 200.433189732878}",14.280992070746459,59.741187723273754,LineString,200.43318973260287,0.0,https://www.openstreetmap.org/?mlat=59.7411877&mlon=14.2809921#map=18/59.7411877/14.2809921,coordinate_fallback,,,leder
12352040,>20-50 meter,30207434,Led Högbergsfältet,"Led med mycket stor variation. Stora delar av leden har breda, lättgångna stigar/vägar. I de skogliga delarna är leden mer kuperad. Delar av leden går genom betesmarker.",Orange markering på stolpar och träd,Vandringsled,Barmarksled,,,Högbergsfältet (2002137),2002137,4672,1.16540971765298,"{""OBJECTID"": 12352040, ""GEOMETRIKVALITET"": "">20-50 meter"", ""LED_ID"": ""30207434"", ""LEDNAMN"": ""Led Högbergsfältet"", ""BESKRIVNING"": ""Led med mycket stor variation. Stora delar av leden har breda, lättgångna stigar/vägar. I de skogliga delarna är leden mer kuperad. Delar av leden går genom betesmarker."", ""LEDMARKERING"": ""Orange markering på stolpar och träd"", ""LEDTYP"": ""Vandringsled"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Högbergsfältet (2002137)"", ""SKYDDATOMRADE_ID"": ""2002137"", ""LEDLANGD"": 4672, ""SHAPE.LEN"": 1.16540971765298}",14.279723951250844,59.74311721467388,LineString,1.165409715981526,0.0,https://www.openstreetmap.org/?mlat=59.7431172&mlon=14.2797240#map=18/59.7431172/14.2797240,coordinate_fallback,,,leder
12352039,>20-50 meter,30207434,Led Högbergsfältet,"Led med mycket stor variation. Stora delar av leden har breda, lättgångna stigar/vägar. I de skogliga delarna är leden mer kuperad. Delar av leden går genom betesmarker.",Orange markering på stolpar och träd,Vandringsled,Barmarksled,,,Högbergsfältet (2002137),2002137,4672,104.730513923558,"{""OBJECTID"": 12352039, ""GEOMETRIKVALITET"": "">20-50 meter"", ""LED_ID"": ""30207434"", ""LEDNAMN"": ""Led Högbergsfältet"", ""BESKRIVNING"": ""Led med mycket stor variation. Stora delar av leden har breda, lättgångna stigar/vägar. I de skogliga delarna är leden mer kuperad. Delar av leden går genom betesmarker."", ""LEDMARKERING"": ""Orange markering på stolpar och träd"", ""LEDTYP"": ""Vandringsled"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Högbergsfältet (2002137)"", ""SKYDDATOMRADE_ID"": ""2002137"", ""LEDLANGD"": 4672, ""SHAPE.LEN"": 104.730513923558}",14.290925921346162,59.746352785140054,LineString,104.73051392431411,0.0,https://www.openstreetmap.org/?mlat=59.7463528&mlon=14.2909259#map=18/59.7463528/14.2909259,coordinate_fallback,,,leder
12352038,>20-50 meter,30207434,Led Högbergsfältet,"Led med mycket stor variation. Stora delar av leden har breda, lättgångna stigar/vägar. I de skogliga delarna är leden mer kuperad. Delar av leden går genom betesmarker.",Orange markering på stolpar och träd,Vandringsled,Barmarksled,,,Högbergsfältet (2002137),2002137,4672,430.07752357512,"{""OBJECTID"": 12352038, ""GEOMETRIKVALITET"": "">20-50 meter"", ""LED_ID"": ""30207434"", ""LEDNAMN"": ""Led Högbergsfältet"", ""BESKRIVNING"": ""Led med mycket stor variation. Stora delar av leden har breda, lättgångna stigar/vägar. I de skogliga delarna är leden mer kuperad. Delar av leden går genom betesmarker."", ""LEDMARKERING"": ""Orange markering på stolpar och träd"", ""LEDTYP"": ""Vandringsled"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Högbergsfältet (2002137)"", ""SKYDDATOMRADE_ID"": ""2002137"", ""LEDLANGD"": 4672, ""SHAPE.LEN"": 430.07752357512}",14.289514345301557,59.74377671281804,LineString,430.0775235732769,0.0,https://www.openstreetmap.org/?mlat=59.7437767&mlon=14.2895143#map=18/59.7437767/14.2895143,coordinate_fallback,,,leder
12352037,>20-50 meter,30207434,Led Högbergsfältet,"Led med mycket stor variation. Stora delar av leden har breda, lättgångna stigar/vägar. I de skogliga delarna är leden mer kuperad. Delar av leden går genom betesmarker.",Orange markering på stolpar och träd,Vandringsled,Barmarksled,,,Högbergsfältet (2002137),2002137,4672,194.649892215147,"{""OBJECTID"": 12352037, ""GEOMETRIKVALITET"": "">20-50 meter"", ""LED_ID"": ""30207434"", ""LEDNAMN"": ""Led Högbergsfältet"", ""BESKRIVNING"": ""Led med mycket stor variation. Stora delar av leden har breda, lättgångna stigar/vägar. I de skogliga delarna är leden mer kuperad. Delar av leden går genom betesmarker."", ""LEDMARKERING"": ""Orange markering på stolpar och träd"", ""LEDTYP"": ""Vandringsled"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Högbergsfältet (2002137)"", ""SKYDDATOMRADE_ID"": ""2002137"", ""LEDLANGD"": 4672, ""SHAPE.LEN"": 194.649892215147}",14.28816535060221,59.74707099681528,LineString,194.6498922149585,0.0,https://www.openstreetmap.org/?mlat=59.7470710&mlon=14.2881654#map=18/59.7470710/14.2881654,coordinate_fallback,,,leder
12348040,<= 20 meter,30207437,Göljahultslingan,Smal stig i lite kuperad terräng med mindre stenar i stigen. Inte tillgänglighetsanpassad.,,Naturstig,Barmarksled,,,Göljahult (2000032),2000032,203,194.612483662114,"{""OBJECTID"": 12348040, ""GEOMETRIKVALITET"": ""<= 20 meter"", ""LED_ID"": ""30207437"", ""LEDNAMN"": ""Göljahultslingan"", ""BESKRIVNING"": ""Smal stig i lite kuperad terräng med mindre stenar i stigen. Inte tillgänglighetsanpassad."", ""LEDMARKERING"": null, ""LEDTYP"": ""Naturstig"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Göljahult (2000032)"", ""SKYDDATOMRADE_ID"": ""2000032"", ""LEDLANGD"": 203, ""SHAPE.LEN"": 194.612483662114}",15.253378929800563,56.44041375286543,LineString,194.6124836624484,0.0,https://www.openstreetmap.org/?mlat=56.4404138&mlon=15.2533789#map=18/56.4404138/15.2533789,coordinate_fallback,,,leder
12348039,<= 20 meter,30207437,Göljahultslingan,Smal stig i lite kuperad terräng med mindre stenar i stigen. Inte tillgänglighetsanpassad.,,Naturstig,Barmarksled,,,Göljahult (2000032),2000032,203,8.462,"{""OBJECTID"": 12348039, ""GEOMETRIKVALITET"": ""<= 20 meter"", ""LED_ID"": ""30207437"", ""LEDNAMN"": ""Göljahultslingan"", ""BESKRIVNING"": ""Smal stig i lite kuperad terräng med mindre stenar i stigen. Inte tillgänglighetsanpassad."", ""LEDMARKERING"": null, ""LEDTYP"": ""Naturstig"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Göljahult (2000032)"", ""SKYDDATOMRADE_ID"": ""2000032"", ""LEDLANGD"": 203, ""SHAPE.LEN"": 8.462}",15.253609151264785,56.440134416009805,LineString,8.46199999935925,0.0,https://www.openstreetmap.org/?mlat=56.4401344&mlon=15.2536092#map=18/56.4401344/15.2536092,coordinate_fallback,,,leder
