tags,id,osm_type,toilets_num
"{'amenity': 'toilets', 'changing_table': 'no', 'check_date': '2025-08-11', 'fee': 'no', 'toilets:handwashing': 'no', 'wheelchair': 'no'}",2908785465,node,1
{'amenity': 'toilets'},2908787775,node,1
"{'amenity': 'toilets', 'check_date': '2025-04-19', 'fee': 'no', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/SAT_Finnhamn_Idholmen_toalett_stugbyn.jpg/960px-SAT_Finnhamn_Idholmen_toalett_stugbyn.jpg', 'image:license': 'CC-0', 'operator': 'Skärgårdsstiftelsen', 'operator:wikidata': 'Q10670989', 'toilets:access': 'public', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'toilets:number': '2', 'toilets:wheelchair': 'no', 'unisex': 'yes', 'wheelchair': 'no'}",2908787815,node,2
"{'amenity': 'toilets', 'fee': 'no', 'wheelchair': 'no'}",2908787816,node,1
"{'amenity': 'toilets', 'toilets:disposal': 'pitlatrine', 'type': 'hole in the ground ventilated'}",2943477509,node,1
"{'access': 'customers', 'amenity': 'toilets'}",2960940412,node,1
"{'amenity': 'toilets', 'fee': 'no', 'wheelchair': 'no'}",4239095028,node,1
"{'amenity': 'toilets', 'wheelchair': 'no'}",4239166142,node,1
"{'access': 'yes', 'amenity': 'toilets', 'check_date': '2025-08-02', 'drinking_water': 'no', 'fee': 'no', 'handicap': 'no', 'toilets:disposal': 'bucket', 'toilets:handwashing': 'no', 'toilets:position': 'seated', 'wheelchair': 'no'}",4314791694,node,1
"{'amenity': 'toilets', 'toilets:disposal': 'pitlatrine'}",4962580122,node,1
"{'access': 'yes', 'amenity': 'toilets', 'level': '0'}",4964700616,node,1
"{'amenity': 'toilets', 'check_date': '2023-08-11', 'fee': 'no', 'wheelchair': 'no'}",4986599082,node,1
"{'amenity': 'toilets', 'operator': 'Skärgårdsstiftelsen'}",4986606253,node,1
"{'access': 'customers', 'amenity': 'toilets', 'drinking_water': 'yes', 'toilets:disposal': 'flush', 'toilets:position': 'seated;urinal', 'unisex': 'yes', 'wheelchair': 'no'}",5005120552,node,1
"{'access': 'customers', 'amenity': 'toilets', 'description': 'Toaletter för gäster på Utö Camping', 'operator': 'Utö Camping', 'operator:wikidata': 'Q134366886', 'toilets:paper_supplied': 'yes', 'unisex': 'yes', 'wheelchair': 'limited'}",5005791361,node,1
{'amenity': 'toilets'},5005793728,node,1
"{'access': 'yes', 'amenity': 'toilets', 'highway': 'rest_area', 'name': 'Vänthall', 'unisex': 'yes'}",5006428827,node,1
"{'amenity': 'toilets', 'building': 'yes', 'fee': 'no', 'wheelchair': 'no'}",5009607109,node,1
"{'access': 'customers', 'amenity': 'toilets', 'description': 'för kunder till restaurangen', 'fee': 'no', 'name': 'Båtshakets Toaletter', 'operator': 'Båtshaket', 'toilets:handwashing': 'yes', 'unisex': 'yes'}",5728810295,node,1
"{'access': 'yes', 'amenity': 'toilets', 'capacity:persons': '2', 'changing_table': 'no', 'description': 'Ligger på vägen ned till bryggan finns dricksvatten pump bredvid', 'drinking_water': 'no', 'fee': 'no', 'image': 'https://upload.wikimedia.org/wikipedia/commons/8/83/SAT_%C3%85l%C3%B6_2025_maj_%28241%29_toalett.jpg', 'opening_hours': '24/7', 'operator': 'Skärgårdsstiftelsen', 'operator:wikidata': 'Q10670989', 'toilets:disposal': 'bucket', 'toilets:position': 'seated', 'unisex': 'yes', 'wikimedia_commons': 'Category:Ålö_brygga,_public_toilets'}",5728811148,node,1
"{'access': 'public', 'amenity': 'toilets', 'fee': 'no', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Fl%C3%A4skberget_AED.jpg/2560px-Fl%C3%A4skberget_AED.jpg', 'image:license': 'CC-0', 'opening_hours': '8:00-18:00', 'toilets:disposal': 'flush', 'toilets:handwashing': 'yes', 'toilets:paper_supplied': 'yes'}",5734098673,node,1
"{'access': 'yes', 'amenity': 'toilets', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Arholma_SAT_20250813_23_toaletter_g%C3%A4sthamn.jpg/1536px-Arholma_SAT_20250813_23_toaletter_g%C3%A4sthamn.jpg', 'image:license': 'CC-0', 'image:license:wikidata': 'Q6938433', 'toilets:access': 'public', 'toilets:disposal': 'bucket', 'toilets:handwashing': 'no', 'toilets:number': '2', 'toilets:position': 'seated', 'toilets:wheelchair': 'no', 'unisex': 'yes'}",5744466280,node,2
"{'amenity': 'toilets', 'check_date': '2025-08-08', 'fee': 'no', 'unisex': 'yes'}",5745003238,node,1
"{'access': 'yes', 'amenity': 'toilets', 'changing_table': 'no', 'fee': 'no', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Arholma_SAT_20250813_14_toalett.jpg/2560px-Arholma_SAT_20250813_14_toalett.jpg', 'image:license': 'CC-0', 'image:license:wikidata': 'Q6938433', 'name': 'Ahlmansvikens gästhamnen toaletter', 'toilets:disposal': 'bucket', 'toilets:handwashing': 'no', 'toilets:number': '2', 'toilets:paper_supplied': 'yes', 'unisex': 'yes', 'wikimedia_commons': 'Category:Ahlmansvikens_gästhamnen_toaletter'}",5745003241,node,2
"{'access': 'yes', 'amenity': 'toilets', 'drinking_water': 'no', 'toilets:disposal': 'bucket'}",5798509131,node,1
"{'access': 'yes', 'amenity': 'toilets', 'changing_table': 'yes', 'fee': 'no', 'toilets:disposal': 'pitlatrine', 'toilets:num_chambers': '3', 'unisex': 'yes', 'wheelchair': 'no'}",5856137513,node,1
{'amenity': 'toilets'},5860556339,node,1
{'amenity': 'toilets'},6724706158,node,1
"{'amenity': 'toilets', 'changing_table': 'no', 'fee': 'no', 'unisex': 'yes', 'wheelchair': 'no'}",7997530880,node,1
"{'access': 'yes', 'amenity': 'toilets', 'drinking_water': 'no', 'fee': 'no', 'toilets:disposal': 'bucket', 'unisex': 'yes'}",8870415588,node,1
"{'access': 'yes', 'amenity': 'toilets', 'toilets:disposal': 'bucket', 'unisex': 'yes', 'wheelchair': 'no'}",9011995676,node,1
"{'access': 'yes', 'amenity': 'toilets', 'changing_table': 'no', 'description': 'toalett vid västra hamnen', 'fee': 'no', 'opening_hours': '24/7', 'toilets:disposal': 'flush', 'toilets:handwashing': 'yes', 'toilets:paper_supplied': 'yes', 'unisex': 'yes', 'wheelchair': 'no'}",9907275660,node,1
{'amenity': 'toilets'},10049770242,node,1
"{'access': 'yes', 'amenity': 'toilets', 'changing_table': 'no', 'operator': 'Skärgårdsstiftelsen', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'unisex': 'yes', 'wheelchair': 'limited'}",11080859473,node,1
"{'amenity': 'toilets', 'image': 'https://upload.wikimedia.org/wikipedia/commons/b/bd/SAT_Fj%C3%A4rdl%C3%A5ng_2025_april_toaletter_t%C3%A4ltplats.jpg', 'toilets:disposal': 'pitlatrine'}",11084999217,node,1
{'amenity': 'toilets'},11092271868,node,1
"{'access': 'yes', 'amenity': 'toilets', 'changing_table': 'no', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/SAT_Finnhamn_2025_april_pojkarnas_udde.jpg/1024px-SAT_Finnhamn_2025_april_pojkarnas_udde.jpg', 'image:license': 'CC-0', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'unisex': 'yes', 'wheelchair': 'no'}",12085564579,node,1
"{'access': 'public', 'amenity': 'toilets', 'check_date': '2025-04-02', 'description': 'Toalett som finns vid tältplatsen på Rånö', 'fee': 'no', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/SAT_R%C3%A5n%C3%B6_toaletter_vid_t%C3%A4ltplatsen.jpg/3024px-SAT_R%C3%A5n%C3%B6_toaletter_vid_t%C3%A4ltplatsen.jpg', 'image:license': 'CC-0', 'opening_hours': '24/7', 'operator': 'Skärgårdsstiftelsen', 'toilets:disposal': 'bucket', 'toilets:handwashing': 'no', 'toilets:paper_supplied': 'yes', 'toilets:wheelchair': 'no', 'unisex': 'yes', 'wikimedia_commons': 'Category:Rånö_camp_site_toilets'}",12723432176,node,1
"{'amenity': 'toilets', 'toilets:disposal': 'pitlatrine'}",12748135109,node,1
"{'amenity': 'toilets', 'check_date': '2025-05-05', 'description': 'Enkel torrtoalett med träväggar', 'fee': 'no', 'image': 'https://upload.wikimedia.org/wikipedia/commons/8/84/SAT_Yxlan_2025_maj_5_-_Hamnholmen_toalett_%281%29.jpg', 'image:license': 'CC-0', 'name': 'Hamnholmen toalett', 'opening_hours': '24/7', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'toilets:number': '1', 'toilets:paper_supplied': 'yes', 'toilets:wheelchair': 'no', 'unisex': 'yes', 'wheelchair': 'no', 'wikimedia_commons': 'Category:Hamnholmen_toalett'}",12815485678,node,1
"{'access': 'no', 'amenity': 'toilets', 'check_date': '2025-08-12', 'description': 'Stängd fungerar ej', 'disused': 'yes', 'fee': 'no', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/SAT_Finnhamn_2025_april_sopor_toalett.jpg/1024px-SAT_Finnhamn_2025_april_sopor_toalett.jpg', 'image:license': 'CC-0', 'image:license:wikidata': 'Q6938433', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'wheelchair': 'no', 'wikimedia_commons': 'Category:Lilla_Jolpan_toalett_node_12836949181'}",12836949181,node,1
"{'access': 'public', 'amenity': 'toilets', 'check_date': '2023-04-23', 'description': 'torrdass vid Storsand', 'fee': 'no', 'image': 'https://upload.wikimedia.org/wikipedia/commons/3/31/SATN%C3%A5ttar%C3%B6_2025_april_toalett_Storsand.jpg', 'image:license': 'CC-0', 'opening_hours': '24/7', 'operator': 'Skärgårdsstiftelsen', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'toilets:paper_supplied': 'yes', 'toilets:wheelchair': 'no', 'unisex': 'yes', 'wikimedia_commons': 'Category:Nåttarö_public_toilets'}",12849416944,node,1
"{'access': 'official', 'amenity': 'toilets', 'check_date': '2025-07-30', 'handicap': 'yes', 'name': 'Toaletter vid Nåttarö Brygga', 'opening_hours': '24/7', 'operator': 'Skärgårdsstiftelsen', 'toilets:disposal': 'bucket', 'toilets:number': '3', 'unisex': 'yes', 'wheelchair': 'yes'}",13037259125,node,3
"{'access': 'yes', 'addr': 'eeeeeeeeeeeeeeeeeereeeeeeeee', 'amenity': 'toilets', 'drinking_water': 'yes', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'yes'}",13041364818,node,1
"{'access': 'yes', 'amenity': 'toilets', 'changing_table': 'no', 'description': 'toalett vid västra hamnen', 'fee': 'no', 'opening_hours': '24/7', 'toilets:disposal': 'flush', 'toilets:handwashing': 'yes', 'toilets:paper_supplied': 'yes', 'unisex': 'yes', 'wheelchair': 'no'}",13041911527,node,1
"{'access': 'customers', 'amenity': 'toilets', 'changing_table': 'no', 'check_date': '2025-08-03', 'fee': 'no', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'toilets:number': '2', 'toilets:position': 'toilets:position=seated', 'unisex': 'yes', 'wheelchair': 'no'}",13045581191,node,2
"{'access': 'yes', 'amenity': 'toilets', 'changing_table': 'yes', 'check_date': '2025-08-03', 'fee': 'no', 'handicap': 'yes', 'note': 'Sköts av Skärgårdsstiftelsen och felanmäls dit. Har ramp för rullstol.', 'opening_hours': '24/7', 'operator': 'Skärgårdsstiftelsen', 'operator:wikidata': 'Q10670989', 'portable': 'no', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'toilets:position': 'toilets:position=seated', 'unisex': 'yes', 'wheelchair': 'yes'}",13045581192,node,1
"{'access': 'yes', 'amenity': 'toilets', 'changing_table': 'no', 'check_date': '2025-08-06', 'fee': 'no', 'portable': 'no', 'toilets:disposal': 'chemical', 'unisex': 'yes'}",13050416339,node,1
"{'access': 'customers', 'amenity': 'toilets', 'fee': 'no', 'level': '1', 'name': 'Toaletter Finnhamns Krog', 'seasonal': 'summer', 'toilets:disposal': 'flush', 'toilets:handwashing': 'yes', 'unisex': 'yes'}",13061745475,node,1
"{'access': 'yes', 'amenity': 'toilets', 'changing_table': 'no', 'fee': 'no', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'toilets:num_chambers': '3', 'wheelchair': 'no'}",13061781619,node,1
"{'access': 'yes', 'amenity': 'toilets', 'changing_table': 'no', 'opening_hours': '24/7', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'toilets:num_chambers': '2', 'unisex': 'yes', 'wheelchair': 'no'}",13063312449,node,1
"{'access': 'customers', 'amenity': 'toilets', 'changing_table': 'no', 'fee': 'no', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'wheelchair': 'no'}",13063317163,node,1
"{'access': 'yes', 'amenity': 'toilets', 'changing_table': 'no', 'check_date': '2025-08-12', 'fee': 'no', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Finnhamn_20250811_SAT_01.jpg/1536px-Finnhamn_20250811_SAT_01.jpg', 'image:license': 'CC-0', 'image:license:wikidata': 'Q6938433', 'name': 'Södra Paradisviken Toaletter', 'opening_hours': '24/7', 'toilets:disposal': 'pitlatrine', 'unisex': 'yes', 'wheelchair': 'no'}",13065225866,node,1
"{'amenity': 'toilets', 'check_date': '2025-08-13', 'fee': 'no', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Vandrarhem_Bull_August_g%C3%A5rd_20250813_14.jpg/1536px-Vandrarhem_Bull_August_g%C3%A5rd_20250813_14.jpg', 'image:license': 'CC-0', 'level': '0', 'name': 'Toalett BullAugust', 'opening_hours': '24/7', 'operator:wikidata': 'Q135110019', 'toilets:disposal': 'flush', 'toilets:handwashing': 'yes', 'toilets:num_chambers': '2', 'unisex': 'yes', 'wheelchair': 'no', 'wikimedia_commons': 'Category:Bull-August'}",13067993747,node,1
"{'access': 'customers', 'amenity': 'toilets', 'male': 'yes', 'name': 'Toalett Herrar Dansbanan', 'toilets:disposal': 'flush'}",13072501854,node,1
"{'access': 'yes', 'amenity': 'toilets', 'building': 'yes', 'changing_table': 'no', 'fee': 'no', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/SAT_Arholma_20250813_09.jpg/960px-SAT_Arholma_20250813_09.jpg', 'image:license': 'CC-0', 'image:license:wikidata': 'Q6938433', 'name': 'Arholma dansbana Toaletter', 'opening_hours': '24/7', 'toilets:disposal': 'bucket', 'toilets:handwashing': 'no', 'unisex': 'yes', 'wheelchair': 'no', 'wikimedia_commons': 'Category:SAT_Arholma_bryggan_toaletter'}",292553972,way,1
"{'access': 'yes', 'amenity': 'toilets', 'building': 'yes', 'fee': 'no', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'yes', 'unisex': 'yes'}",322935651,way,1
"{'access': 'yes', 'amenity': 'toilets', 'building': 'service', 'changing_table': 'no', 'fee': 'no', 'level': '0', 'opening_hours': '24/7', 'operator': 'Skärgårds stiftelsen', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'toilets:number': '8', 'unisex': 'yes', 'wheelchair': 'no'}",322935663,way,8
"{'amenity': 'toilets', 'building': 'toilets', 'changing_table': 'no', 'check_date': '2025-08-11', 'fee': 'no', 'opening_hours': '24/7', 'toilets:disposal': 'pitlatrine', 'unisex': 'yes', 'wheelchair': 'no'}",506814565,way,1
"{'access': 'yes', 'amenity': 'toilets', 'building': 'yes', 'level': '0', 'operator': 'Skärgårdsstiftelsen', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'toilets:number': '2', 'toilets:paper_supplied': 'yes', 'toilets:wheelchair': 'no'}",507890625,way,2
"{'access': 'yes', 'amenity': 'toilets', 'building': 'yes', 'drinking_water': 'no', 'fee': 'no', 'operator': 'Skärgårdsstiftelsen', 'toilets:disposal': 'bucket', 'toilets:position': 'seated', 'unisex': 'yes'}",703944414,way,1
"{'access': 'yes', 'amenity': 'toilets', 'building': 'yes', 'fee': 'no', 'level': '0', 'operator': 'Skärgårdsstiftelsen', 'toilets:disposal': 'bucket', 'toilets:position': 'seated', 'unisex': 'yes'}",833809121,way,1
"{'access': 'yes', 'amenity': 'toilets', 'building': 'yes', 'fee': 'no', 'image': 'https://upload.wikimedia.org/wikipedia/commons/6/68/SATN%C3%A5ttar%C3%B6_2025_april_%28263%29_toaletter.jpg', 'image:license': 'CC-0', 'image:license:wikidata': 'Q6938433', 'opening_hours': 'same as Nåttarö Krog', 'toilets:disposal': 'flush', 'toilets:number': '3', 'unisex': 'yes', 'wheelchair': 'limited', 'wikimedia_commons': 'Category:Nåttarö_restaurant_toilets'}",1089639090,way,3
"{'amenity': 'toilets', 'building': 'yes', 'fee': 'no', 'wheelchair': 'no'}",1089639096,way,1
"{'amenity': 'toilets', 'building': 'yes', 'toilets:disposal': 'pitlatrine', 'unisex': 'yes'}",1089664761,way,1
"{'access': 'yes', 'amenity': 'toilets', 'building': 'yes', 'changing_table': 'no', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'unisex': 'yes', 'wheelchair': 'no'}",1145185653,way,1
"{'access': 'yes', 'amenity': 'toilets', 'building': 'yes', 'changing_table': 'no', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'unisex': 'yes', 'wheelchair': 'no'}",1145185654,way,1
"{'access': 'yes', 'amenity': 'toilets', 'building': 'yes', 'fee': 'no', 'opening_hours': '24/7', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'unisex': 'yes', 'wheelchair': 'no'}",1305192614,way,1
"{'amenity': 'toilets', 'building': 'yes'}",1305276862,way,1
"{'access': 'customers', 'amenity': 'toilets', 'building': 'yes', 'changing_table': 'no', 'toilets:disposal': 'flush', 'unisex': 'yes', 'wheelchair': 'no'}",1305279425,way,1
"{'access': 'customers', 'amenity': 'toilets', 'building': 'yes', 'unisex': 'yes'}",1305281226,way,1
"{'access': 'yes', 'amenity': 'toilets', 'building': 'yes', 'changing_table': 'no', 'check_date': '2025-04-20', 'description': 'Enkel torrtoalett med träväggar', 'fee': 'no', 'image': 'https://upload.wikimedia.org/wikipedia/commons/4/47/SAT_Fj%C3%A4rdl%C3%A5ng_2025_april_toalett_reception.jpg', 'image:license': 'CC-0', 'opening_hours': '24/7', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'toilets:number': '4', 'toilets:paper_supplied': 'yes', 'toilets:wheelchair': 'limited', 'unisex': 'yes', 'water': 'no', 'wikimedia_commons': 'Category:Fjärdlång_public_toilets'}",1416467437,way,4
"{'access': 'yes', 'amenity': 'toilets', 'building': 'service', 'changing_table': 'no', 'fee': 'no', 'level': '0', 'opening_hours': '24/7', 'operator': 'Skärgårds stiftelsen', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'toilets:number': '8', 'unisex': 'yes', 'wheelchair': 'no'}",1418915972,way,8
"{'access': 'customers', 'amenity': 'toilets', 'building': 'yes', 'changing_table': 'no', 'male': 'yes', 'toilets:disposal': 'flush'}",1422474180,way,1
"{'access': 'yes', 'amenity': 'toilets', 'building': 'yes', 'changing_table': 'no', 'image': 'https://upload.wikimedia.org/wikipedia/commons/5/5b/SAT_Finnhamn_Ragnars_kiosk_toalett.jpg', 'image:license': 'CC-0', 'image:license:wikidata': 'Q6938433', 'name': 'Toalett Ragnars kiosk', 'opening_hours': '24/7', 'seasonal': 'summer', 'toilets:disposal': 'flush', 'toilets:handwashing': 'no', 'toilets:number': '1', 'toilets:paper_supplied': 'yes', 'unisex': 'yes', 'wheelchair': 'no'}",1422810843,way,1
