tags,id,osm_type,toilets_num
"{'access': 'yes', 'amenity': 'toilets', 'check_date': '2025-08-02', 'drinking_water': 'no', 'fee': 'no', 'handicap': 'no', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/R%C3%A5n%C3%B6_20250802_09.jpg/1536px-R%C3%A5n%C3%B6_20250802_09.jpg', 'image:license': 'CC-0', 'image:license:wikidata': 'Q6938433', 'name': 'Skutvikens toaletter Rånö', 'toilets:disposal': 'bucket', 'toilets:handwashing': 'no', 'toilets:position': 'seated', 'wheelchair': 'no', 'wikimedia_commons': 'Category:Skutviken_public_toilet_Rånö'}",4314791694,node,1
"{'amenity': 'toilets', 'toilets:disposal': 'pitlatrine'}",4962580122,node,1
"{'amenity': 'toilets', 'check_date': '2023-08-11', 'fee': 'no', 'wheelchair': 'no'}",4986599082,node,1
"{'amenity': 'toilets', 'operator': 'Skärgårdsstiftelsen'}",4986606253,node,1
"{'access': 'customers', 'amenity': 'toilets', 'drinking_water': 'yes', 'toilets:disposal': 'flush', 'toilets:position': 'seated;urinal', 'unisex': 'yes', 'wheelchair': 'no'}",5005120552,node,1
"{'access': 'customers', 'amenity': 'toilets', 'description': 'Toaletter för gäster på Utö Camping', 'operator': 'Utö Camping', 'operator:wikidata': 'Q134366886', 'toilets:paper_supplied': 'yes', 'unisex': 'yes', 'wheelchair': 'limited'}",5005791361,node,1
{'amenity': 'toilets'},5005793728,node,1
"{'access': 'yes', 'amenity': 'toilets', 'highway': 'rest_area', 'name': 'Vänthall', 'unisex': 'yes'}",5006428827,node,1
"{'access': 'customers', 'amenity': 'toilets', 'description': 'för kunder till restaurangen', 'fee': 'no', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/%C3%85l%C3%B6_och_Stora_sand_20250805_05.jpg/1280px-%C3%85l%C3%B6_och_Stora_sand_20250805_05.jpg', 'image:license': 'CC-0', 'image:license:wikidata': 'Q6938433', 'name': 'Båtshakets Toaletter', 'operator': 'Båtshaket', 'toilets:handwashing': 'yes', 'unisex': 'yes', 'wikimedia_commons': 'Category:Båtshaket toilets'}",5728810295,node,1
"{'access': 'yes', 'amenity': 'toilets', 'capacity:persons': '2', 'changing_table': 'no', 'description': 'Ligger på vägen ned till bryggan finns dricksvatten pump bredvid', 'drinking_water': 'no', 'fee': 'no', 'image': 'https://upload.wikimedia.org/wikipedia/commons/8/83/SAT_%C3%85l%C3%B6_2025_maj_%28241%29_toalett.jpg', 'opening_hours': '24/7', 'operator': 'Skärgårdsstiftelsen', 'operator:wikidata': 'Q10670989', 'toilets:disposal': 'bucket', 'toilets:position': 'seated', 'unisex': 'yes', 'wikimedia_commons': 'Category:Ålö_brygga,_public_toilets'}",5728811148,node,1
"{'access': 'public', 'amenity': 'toilets', 'fee': 'no', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Fl%C3%A4skberget_AED.jpg/2560px-Fl%C3%A4skberget_AED.jpg', 'image:license': 'CC-0', 'opening_hours': '8:00-18:00', 'toilets:disposal': 'flush', 'toilets:handwashing': 'yes', 'toilets:paper_supplied': 'yes'}",5734098673,node,1
"{'access': 'yes', 'amenity': 'toilets', 'drinking_water': 'no', 'toilets:disposal': 'bucket'}",5798509131,node,1
{'amenity': 'toilets'},5860556339,node,1
{'amenity': 'toilets'},6724706158,node,1
"{'access': 'yes', 'amenity': 'toilets', 'drinking_water': 'no', 'fee': 'no', 'toilets:disposal': 'bucket', 'unisex': 'yes'}",8870415588,node,1
"{'access': 'yes', 'amenity': 'toilets', 'toilets:disposal': 'bucket', 'unisex': 'yes', 'wheelchair': 'no'}",9011995676,node,1
"{'access': 'yes', 'amenity': 'toilets', 'changing_table': 'no', 'description': 'toalett vid västra hamnen', 'fee': 'no', 'opening_hours': '24/7', 'toilets:disposal': 'flush', 'toilets:handwashing': 'yes', 'toilets:paper_supplied': 'yes', 'unisex': 'yes', 'wheelchair': 'no'}",9907275660,node,1
"{'access': 'yes', 'amenity': 'toilets', 'changing_table': 'no', 'operator': 'Skärgårdsstiftelsen', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'unisex': 'yes', 'wheelchair': 'limited'}",11080859473,node,1
"{'access': 'yes', 'amenity': 'toilets', 'image': 'https://upload.wikimedia.org/wikipedia/commons/b/bd/SAT_Fj%C3%A4rdl%C3%A5ng_2025_april_toaletter_t%C3%A4ltplats.jpg', 'image:license': 'CC-0', 'image:license:wikidata': 'Q6938433', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'toilets:paper_supplied': 'yes', 'wikimedia_commons': 'Category:Fjärdlång_toilet_11084999217'}",11084999217,node,1
{'amenity': 'toilets'},11092271868,node,1
"{'access': 'yes', 'amenity': 'toilets', 'check_date': '2025-04-02', 'description': 'Toalett som finns vid tältplatsen på Rånö', 'fee': 'no', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/SAT_R%C3%A5n%C3%B6_toaletter_vid_t%C3%A4ltplatsen.jpg/3024px-SAT_R%C3%A5n%C3%B6_toaletter_vid_t%C3%A4ltplatsen.jpg', 'image:license': 'CC-0', 'image:license:wikidata': 'Q6938433', 'opening_hours': '24/7', 'operator': 'Skärgårdsstiftelsen', 'operator:wikidata': 'Q10670989', 'toilets:disposal': 'bucket', 'toilets:handwashing': 'no', 'toilets:number': '2', 'toilets:paper_supplied': 'yes', 'toilets:wheelchair': 'no', 'unisex': 'yes', 'wikimedia_commons': 'Category:Rånö_camp_site_toilets'}",12723432176,node,2
"{'access': 'yes', 'amenity': 'toilets', 'changing_table': 'no', 'description': 'toalett vid västra hamnen', 'fee': 'no', 'opening_hours': '24/7', 'toilets:disposal': 'flush', 'toilets:handwashing': 'yes', 'toilets:paper_supplied': 'yes', 'unisex': 'yes', 'wheelchair': 'no'}",13041911527,node,1
"{'access': 'customers', 'amenity': 'toilets', 'changing_table': 'no', 'check_date': '2025-08-03', 'fee': 'no', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'toilets:number': '2', 'toilets:position': 'toilets:position=seated', 'unisex': 'yes', 'wheelchair': 'no'}",13045581191,node,2
"{'access': 'yes', 'amenity': 'toilets', 'changing_table': 'yes', 'check_date': '2025-08-03', 'fee': 'no', 'handicap': 'yes', 'note': 'Sköts av Skärgårdsstiftelsen och felanmäls dit. Har ramp för rullstol.', 'opening_hours': '24/7', 'operator': 'Skärgårdsstiftelsen', 'operator:wikidata': 'Q10670989', 'portable': 'no', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'toilets:position': 'toilets:position=seated', 'unisex': 'yes', 'wheelchair': 'yes'}",13045581192,node,1
"{'access': 'yes', 'amenity': 'toilets', 'changing_table': 'no', 'check_date': '2025-08-06', 'fee': 'no', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/SAT_Ut%C3%B6_20250805_vandring_Norra_08.jpg/3024px-SAT_Ut%C3%B6_20250805_vandring_Norra_08.jpg', 'image:license': 'CC-0', 'image:license:wikidata': 'Q6938433', 'portable': 'no', 'toilets:disposal': 'chemical', 'toilets:handwashing': 'no', 'toilets:num_chambers': '1', 'toilets:paper_supplied': 'yes', 'toilets:wheelchair': 'no', 'unisex': 'yes', 'wheelchair': 'no', 'wikimedia_commons': 'Category:Utö_public_toilets_13050416339'}",13050416339,node,1
"{'access': 'yes', 'amenity': 'toilets', 'building': 'yes', 'level': '0', 'operator': 'Skärgårdsstiftelsen', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'toilets:number': '2', 'toilets:paper_supplied': 'yes', 'toilets:wheelchair': 'no'}",507890625,way,2
"{'access': 'yes', 'amenity': 'toilets', 'building': 'yes', 'drinking_water': 'no', 'fee': 'no', 'operator': 'Skärgårdsstiftelsen', 'toilets:disposal': 'bucket', 'toilets:position': 'seated', 'unisex': 'yes'}",703944414,way,1
"{'access': 'yes', 'amenity': 'toilets', 'building': 'yes', 'fee': 'no', 'level': '0', 'operator': 'Skärgårdsstiftelsen', 'toilets:disposal': 'bucket', 'toilets:position': 'seated', 'unisex': 'yes'}",833809121,way,1
"{'access': 'yes', 'amenity': 'toilets', 'building': 'yes', 'changing_table': 'no', 'check_date': '2025-04-22', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/SAT_Sandhamn_2025_april_Toaletter_Sandhamn.jpg/960px-SAT_Sandhamn_2025_april_Toaletter_Sandhamn.jpg', 'image:license': 'CC-0', 'image:license:wikidata': 'Q6938433', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'unisex': 'yes', 'wheelchair': 'no', 'wikimedia_commons': 'Category:Sandhamn_public_toilet_1145185653'}",1145185653,way,1
"{'access': 'yes', 'amenity': 'toilets', 'building': 'yes', 'changing_table': 'no', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'unisex': 'yes', 'wheelchair': 'no'}",1145185654,way,1
"{'access': 'customers', 'amenity': 'toilets', 'building': 'yes', 'changing_table': 'no', 'toilets:disposal': 'flush', 'unisex': 'yes', 'wheelchair': 'no'}",1305279425,way,1
"{'access': 'customers', 'amenity': 'toilets', 'building': 'yes', 'unisex': 'yes'}",1305281226,way,1
"{'access': 'yes', 'amenity': 'toilets', 'building': 'yes', 'changing_table': 'no', 'check_date': '2025-04-20', 'description': 'Enkel torrtoalett med träväggar', 'fee': 'no', 'image': 'https://upload.wikimedia.org/wikipedia/commons/4/47/SAT_Fj%C3%A4rdl%C3%A5ng_2025_april_toalett_reception.jpg', 'image:license': 'CC-0', 'opening_hours': '24/7', 'toilets:disposal': 'pitlatrine', 'toilets:handwashing': 'no', 'toilets:number': '4', 'toilets:paper_supplied': 'yes', 'toilets:wheelchair': 'limited', 'unisex': 'yes', 'water': 'no', 'wikimedia_commons': 'Category:Fjärdlång_public_toilets'}",1416467437,way,4
