id,osm_type,lat,lon,label,island,distance_m,toilets_num,image_url,missing_tags,wikimedia_commons_title,wikimedia_commons_url,access,opening_hours,fee,wheelchair,toilets:number,unisex,drinking_water,changing_table,toilet:paper,indoor,operator,website,source,wikidata,wikimedia_commons,image
13065225866,node,59.4754826,18.8084516,SAT Finnhamn,Finnhamn,55.8,1,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Finnhamn_20250811_SAT_01.jpg/1536px-Finnhamn_20250811_SAT_01.jpg,"toilets:number, drinking_water, toilet:paper, indoor, operator, website, source",Category:Paradisviken_toalett_node_13065225866,https://commons.wikimedia.org/wiki/Category:Paradisviken_toalett_node_13065225866,yes,24/7,no,no,,yes,,no,,,,,,,Category:Paradisviken_toalett_node_13065225866,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Finnhamn_20250811_SAT_01.jpg/1536px-Finnhamn_20250811_SAT_01.jpg
13067993747,node,59.84458310000001,19.1103746,SAT Arholma,Arholma,25.2,1,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Vandrarhem_Bull_August_g%C3%A5rd_20250813_14.jpg/1536px-Vandrarhem_Bull_August_g%C3%A5rd_20250813_14.jpg,"toilets:number, drinking_water, changing_table, toilet:paper, indoor, operator, website, source",Category:Bull-August,https://commons.wikimedia.org/wiki/Category:Bull-August,customers,24/7,no,no,,yes,,,,,,,,,Category:Bull-August,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Vandrarhem_Bull_August_g%C3%A5rd_20250813_14.jpg/1536px-Vandrarhem_Bull_August_g%C3%A5rd_20250813_14.jpg
13072501854,node,59.8501324,19.1092645,SAT Arholma,Arholma,21.2,1,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Arholma_20250816_02.jpg/1280px-Arholma_20250816_02.jpg,"opening_hours, fee, wheelchair, toilets:number, unisex, drinking_water, changing_table, toilet:paper, indoor, operator, website, source",Category:Arholma_Dansbana_toilets_13072501854,https://commons.wikimedia.org/wiki/Category:Arholma_Dansbana_toilets_13072501854,customers,,,,,,,,,,,,,,Category:Arholma_Dansbana_toilets_13072501854,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Arholma_20250816_02.jpg/1280px-Arholma_20250816_02.jpg
13081283759,node,58.8771966,18.1105361,SAT Nåttarö,Nåttarö,121.2,1,https://upload.wikimedia.org/wikipedia/commons/7/7b/SATN%C3%A5ttar%C3%B6_2025_april_toalett.jpg,"opening_hours, fee, toilets:number, drinking_water, toilet:paper, indoor, operator, website, source",Category:Nåttarö_toilet_13081283759,https://commons.wikimedia.org/wiki/Category:N%C3%A5ttar%C3%B6_toilet_13081283759,yes,,,no,,yes,,no,,,,,,,Category:Nåttarö_toilet_13081283759,https://upload.wikimedia.org/wikipedia/commons/7/7b/SATN%C3%A5ttar%C3%B6_2025_april_toalett.jpg
292553972,way,59.85022989999999,19.1096908,SAT Arholma,Arholma,4.5,1,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/SAT_Arholma_20250813_09.jpg/960px-SAT_Arholma_20250813_09.jpg,"toilets:number, drinking_water, toilet:paper, indoor, operator, website, source",Category:SAT_Arholma_bryggan_toaletter,https://commons.wikimedia.org/wiki/Category:SAT_Arholma_bryggan_toaletter,yes,24/7,no,no,,yes,,no,,,,,,,Category:SAT_Arholma_bryggan_toaletter,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/SAT_Arholma_20250813_09.jpg/960px-SAT_Arholma_20250813_09.jpg
322935651,way,58.88079079999999,18.1199857,SAT Nåttarö,Nåttarö,38.7,1,,"opening_hours, wheelchair, toilets:number, drinking_water, changing_table, toilet:paper, indoor, operator, website, source",,,yes,,no,,,yes,,,,,,,,,,
322935663,way,58.8867808,18.1369827,SAT Nåttarö,Nåttarö,11.4,8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/%C3%96stemarsfladen_toalett_11.jpg/2560px-%C3%96stemarsfladen_toalett_11.jpg,"drinking_water, changing_table, toilet:paper, indoor, website, source",,,yes,24/7,no,no,8,yes,,,,,Skärgårdsstiftelsen,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/%C3%96stemarsfladen_toalett_11.jpg/2560px-%C3%96stemarsfladen_toalett_11.jpg
506814565,way,59.4787146,18.812992600000005,SAT Finnhamn,Finnhamn,13.9,1,,"access, toilets:number, drinking_water, toilet:paper, indoor, operator, website, source",,,,24/7,no,no,,yes,,no,,,,,,,,
507890625,way,59.77867059999998,19.091762,SAT Lidö,Lidö,83.2,1,https://upload.wikimedia.org/wikipedia/commons/5/51/SAT_Lid%C3%B6_toaletter.jpg,"opening_hours, fee, wheelchair, toilets:number, unisex, drinking_water, changing_table, toilet:paper, indoor, website, source",Category:Lidö_toilet_507890625,https://commons.wikimedia.org/wiki/Category:Lid%C3%B6_toilet_507890625,yes,,,,,,,,,,Skärgårdsstiftelsen,,,,Category:Lidö_toilet_507890625,https://upload.wikimedia.org/wikipedia/commons/5/51/SAT_Lid%C3%B6_toaletter.jpg
703944414,way,59.04464180000001,18.5124711,SAT Fjärdlång,Fjärdlång,180.8,1,,"opening_hours, wheelchair, toilets:number, changing_table, toilet:paper, indoor, website, source",,,yes,,no,,,yes,no,,,,Skärgårdsstiftelsen,,,,,
1089639090,way,58.881000599999986,18.1126803,SAT Nåttarö,Nåttarö,91.7,3,https://upload.wikimedia.org/wikipedia/commons/6/68/SATN%C3%A5ttar%C3%B6_2025_april_%28263%29_toaletter.jpg,"drinking_water, changing_table, toilet:paper, indoor, operator, website, source",Category:Nåttarö_restaurant_toilets,https://commons.wikimedia.org/wiki/Category:N%C3%A5ttar%C3%B6_restaurant_toilets,yes,same as Nåttarö Krog,no,limited,3,yes,,,,,,,,,Category:Nåttarö_restaurant_toilets,https://upload.wikimedia.org/wikipedia/commons/6/68/SATN%C3%A5ttar%C3%B6_2025_april_%28263%29_toaletter.jpg
1089639096,way,58.8816973,18.1173863,SAT Nåttarö,Nåttarö,164.9,1,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/N%C3%A5ttar%C3%B6_20250801_08.jpg/2560px-N%C3%A5ttar%C3%B6_20250801_08.jpg,"opening_hours, toilets:number, unisex, drinking_water, changing_table, toilet:paper, indoor, website, source",Category:Nåttarö_toilet_1089664761,https://commons.wikimedia.org/wiki/Category:N%C3%A5ttar%C3%B6_toilet_1089664761,yes,,no,no,,,,,,,Nåttarö gård och resort,,,,Category:Nåttarö_toilet_1089664761,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/N%C3%A5ttar%C3%B6_20250801_08.jpg/2560px-N%C3%A5ttar%C3%B6_20250801_08.jpg
1089664761,way,58.8816371,18.1139997,SAT Nåttarö,Nåttarö,192.0,1,https://upload.wikimedia.org/wikipedia/commons/d/da/N%C3%A5ttar%C3%B6_20250801_08.jpg,"opening_hours, fee, wheelchair, toilets:number, drinking_water, changing_table, toilet:paper, indoor, website, source",Category:Nåttarö_toilet_1089664761,https://commons.wikimedia.org/wiki/Category:N%C3%A5ttar%C3%B6_toilet_1089664761,yes,,,,,yes,,,,,Nåttarö gård och resort,,,,Category:Nåttarö_toilet_1089664761,https://upload.wikimedia.org/wikipedia/commons/d/da/N%C3%A5ttar%C3%B6_20250801_08.jpg
1145185653,way,59.27390569999999,18.924231799999998,SAT Sandhamn,Sandön,6.6,1,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/SAT_Sandhamn_2025_april_Toaletter_Sandhamn.jpg/960px-SAT_Sandhamn_2025_april_Toaletter_Sandhamn.jpg,"opening_hours, fee, toilets:number, drinking_water, toilet:paper, indoor, operator, website, source",Category:Sandhamn_public_toilet_1145185653,https://commons.wikimedia.org/wiki/Category:Sandhamn_public_toilet_1145185653,yes,,,no,,yes,,no,,,,,,,Category:Sandhamn_public_toilet_1145185653,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/SAT_Sandhamn_2025_april_Toaletter_Sandhamn.jpg/960px-SAT_Sandhamn_2025_april_Toaletter_Sandhamn.jpg
1145185654,way,59.274363399999984,18.921221,SAT Sandhamn,Sandön,6.5,1,,"opening_hours, fee, toilets:number, drinking_water, toilet:paper, indoor, operator, website, source",,,yes,,,no,,yes,,no,,,,,,,,
1305192614,way,59.4822023,18.8232442,SAT Finnhamn,Finnhamn,14.3,1,,"toilets:number, drinking_water, changing_table, toilet:paper, indoor, operator, website, source",,,yes,24/7,no,no,,yes,,,,,,,,,,
1305276862,way,59.4822118,18.8120817,SAT Finnhamn,Finnhamn,25.5,1,,"access, opening_hours, fee, wheelchair, toilets:number, unisex, drinking_water, changing_table, toilet:paper, indoor, operator, website, source",,,,,,,,,,,,,,,,,,
1305279425,way,59.40703280000001,18.8854126,SAT Möja,Möja,8.5,1,,"opening_hours, fee, toilets:number, drinking_water, toilet:paper, indoor, operator, website, source",,,customers,,,no,,yes,,no,,,,,,,,
1305281226,way,59.41031190000002,18.8871311,SAT Möja,Möja,33.3,1,,"opening_hours, fee, wheelchair, toilets:number, drinking_water, changing_table, toilet:paper, indoor, operator, website, source",,,customers,,,,,yes,,,,,,,,,,
1416467437,way,59.03652229999997,18.5129033,SAT Fjärdlång,Fjärdlång,93.4,4,https://upload.wikimedia.org/wikipedia/commons/4/47/SAT_Fj%C3%A4rdl%C3%A5ng_2025_april_toalett_reception.jpg,"wheelchair, drinking_water, toilet:paper, indoor, operator, website, source",Category:Fjärdlång_public_toilets,https://commons.wikimedia.org/wiki/Category:Fj%C3%A4rdl%C3%A5ng_public_toilets,yes,24/7,no,,4,yes,,no,,,,,,,Category:Fjärdlång_public_toilets,https://upload.wikimedia.org/wikipedia/commons/4/47/SAT_Fj%C3%A4rdl%C3%A5ng_2025_april_toalett_reception.jpg
1418915972,way,58.88687939999999,18.1370408,SAT Nåttarö,Nåttarö,11.4,4,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/%C3%96stemarsfladen_Toaletter_5.jpg/1280px-%C3%96stemarsfladen_Toaletter_5.jpg,"fee, drinking_water, changing_table, toilet:paper, indoor, website, source",Category:Östemarsfladen_toalett,https://commons.wikimedia.org/wiki/Category:%C3%96stemarsfladen_toalett,yes,24/7,,no,4,yes,,,,,Skärgårdsstiftelsen,,,,Category:Östemarsfladen_toalett,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/%C3%96stemarsfladen_Toaletter_5.jpg/1280px-%C3%96stemarsfladen_Toaletter_5.jpg
1422474180,way,59.850152800000004,19.1092687,SAT Arholma,Arholma,19.3,1,,"opening_hours, fee, wheelchair, toilets:number, unisex, drinking_water, toilet:paper, indoor, operator, website, source",,,customers,,,,,,,no,,,,,,,,
1422810843,way,59.4797278,18.8127075,SAT Finnhamn,Finnhamn,8.5,1,https://upload.wikimedia.org/wikipedia/commons/5/5b/SAT_Finnhamn_Ragnars_kiosk_toalett.jpg,"fee, drinking_water, toilet:paper, indoor, operator, website, source","Category:Ragnars_kiosk,_public_toilets",https://commons.wikimedia.org/wiki/Category:Ragnars_kiosk%2C_public_toilets,yes,24/7,,no,1,yes,,no,,,,,,,"Category:Ragnars_kiosk,_public_toilets",https://upload.wikimedia.org/wikipedia/commons/5/5b/SAT_Finnhamn_Ragnars_kiosk_toalett.jpg
